Scenario,R_p_panel_rationalisation,R_t_truss_rationalisation,panel_scheme,truss_scheme,opening_complexity_index,P_f_prefab_level,Cost_NZD,Carbon_kgCO2e,Time_hours,Cost_normalized,Carbon_normalized,Time_normalized
full_grid,0.0,0.25,0,1,1.0,0.65,18358.401271558298,5400.387275379325,97.74329345716578,1.0012505250645507,1.0062594177852007,1.0407055939780743
full_grid,0.0,0.25,0,1,1.0,0.7,18298.149865086307,5368.424379079159,94.27569691516429,0.9979644680994805,1.0003037402047488,1.0037849317896097
full_grid,0.0,0.25,0,1,1.0,0.75,18307.28541077923,5340.266246716049,92.46259784937212,0.9984627124610939,0.9950570079922648,0.9844802585637864
full_grid,0.0,0.25,0,1,1.0,0.8,18450.817298724956,5315.458476054373,92.25296188401562,1.006290811217809,0.9904345519368677,0.982248194202858
full_grid,0.0,0.25,0,1,1.0,0.8500000000000001,19449.38444262503,5296.4899983026535,96.15138207810574,1.0607517559565602,0.9869001370133794,1.0237559801610285
full_grid,0.0,0.25,0,1,1.0,0.9,21465.75060823746,5282.483969965203,104.63392360000002,1.1707225345760253,0.9842903801197248,1.1140724417897263
full_grid,0.0,0.25,0,1,1.1,0.5,20191.717525393127,5619.769465561201,126.50119352000002,1.101237927813248,1.0471371148295021,1.3469005911782619
full_grid,0.0,0.25,0,1,1.1,0.55,19712.503156904055,5543.06545389708,114.59519659800287,1.0751020115659269,1.032844781672061,1.2201334528882255
full_grid,0.0,0.25,0,1,1.1,0.6,19411.213595034846,5485.685992906225,106.26255271041941,1.058669952610697,1.022153210852183,1.1314130015946993
full_grid,0.0,0.25,0,1,1.1,0.65,19246.52273406054,5442.810011873056,100.67360897716577,1.049687862689865,1.0141640875705797,1.071905645111211
full_grid,0.0,0.25,0,1,1.1,0.7,19187.43035091466,5410.821049362829,97.20601243516431,1.046465017803922,1.0082035530478344,1.0349849829227467
full_grid,0.0,0.25,0,1,1.1,0.75,19197.577656355927,5382.642817002783,95.39291336937212,1.0470184426229339,1.0029530755833558,1.0156803096969234
full_grid,0.0,0.25,0,1,1.1,0.8,19342.543757141742,5357.819546796618,95.18327740401563,1.054924762044834,0.9983277314827467,1.013448245335995
full_grid,0.0,0.25,0,1,1.1,0.8500000000000001,20347.881559186855,5338.8395257337725,99.08169759810573,1.1097549723270537,0.99479116568286,1.0549560312941653
full_grid,0.0,0.25,0,1,1.1,0.9,22377.526243072334,5324.824970587771,107.56423912000001,1.2204499492683827,0.992179819980668,1.145272492922863
full_grid,0.0,0.25,0,1,1.2000000000000002,0.5,21239.990973300755,5670.094866459237,129.96429368000003,1.1584098092098492,1.0565142957658282,1.3837733788810602
full_grid,0.0,0.25,0,1,1.2000000000000002,0.55,20762.146359651626,5593.316076172392,118.05829675800284,1.132348598146951,1.0422080290348248,1.2570062405910232
full_grid,0.0,0.25,0,1,1.2000000000000002,0.6,20462.22655262235,5535.880780587824,109.7256528704194,1.1159912443761433,1.0315060545007506,1.1682857892974972
