R_p_panel_rationalisation,R_t_truss_rationalisation,panel_scheme,truss_scheme,N_panel_classes,N_truss_types,opening_complexity_index,P_f_prefab_level,Cost_NZD,Carbon_kgCO2e,Time_hours,Cost_normalized,Carbon_normalized,Time_normalized,Cost_fitness,Carbon_fitness,Time_fitness,NZ_feasible,Hard_violations,Soft_violations,Penalty_cost,Penalty_carbon,Penalty_time,Total_constraint_penalty,Max_panel_width_m,Panel_height_m,Panel_lift_mass_kg,Factory_repetition_score,Carbon_intensity_kgCO2e_m2,CFS_framing_A1_A5_carbon_kgCO2e,CFS_framing_A1_A5_carbon_normalized
0.0,0.0,0,0,4.0,17.0,0.9,0.55,18925.259384267043,5520.156184078083,111.71615175925285,1.032166451489257,1.0285760751266904,1.1894792978764148,1.032166451489257,1.0285760751266904,1.1894792978764148,True,None,None,0.0,0.0,0.0,0.0,2.1,2.7,42.771060266666666,0.7192982456140351,56.1607881015554,5520.156184078083,1.0285760751266904
0.0,0.0,0,0,4.0,17.0,0.9,0.6,18623.18456155246,5462.796450475838,103.3777595154194,1.0156915651210017,1.0178881801303348,1.1006976419079288,1.0156915651210017,1.0178881801303348,1.1006976419079288,True,None,None,0.0,0.0,0.0,0.0,2.1,2.7,42.771060266666666,0.7192982456140351,55.57722348182801,5462.796450475838,1.0178881801303348
0.0,0.0,0,0,4.0,17.0,0.9,0.65,18457.5185907328,5419.934534284232,97.77923518841575,1.0066562935951804,1.0099016775643508,1.0410882776328407,1.0066562935951804,1.0099016775643508,1.0410882776328407,True,None,None,0.0,0.0,0.0,0.0,2.1,2.7,42.771060266666666,0.7192982456140351,55.14115629231506,5419.934534284232,1.0099016775643508
0.0,0.0,0,0,4.0,17.0,0.9,0.7,18397.26124874155,5387.955255640583,94.2982258151643,1.0033699129122826,1.0039429474458912,1.0040248045361369,1.0033699129122826,1.0039429474458912,1.0040248045361369,True,None,None,0.0,0.0,0.0,0.0,2.1,2.7,42.771060266666666,0.7192982456140351,54.815806531971916,5387.955255640583,1.0039429474458912
0.0,0.0,0,0,4.0,17.0,0.9,0.75,18406.24876843235,5359.784003686321,92.4678816806221,1.0038600840702354,0.9986937706472171,0.9845365172854337,1.0038600840702354,0.9986937706472171,0.9845365172854337,True,None,None,0.0,0.0,0.0,0.0,2.1,2.7,42.73264314666667,0.7192982456140351,54.529198751539504,5359.784003686321,0.9986937706472171
0.0,0.0,0,0,4.0,17.0,0.9,0.8,18549.770432211375,5334.965498768784,92.23716840901561,1.0116876252101883,0.9940693144674765,0.9820800357829859,1.0116876252101883,0.9940693144674765,0.9820800357829859,True,None,None,0.0,0.0,0.0,0.0,2.1,2.7,42.66861461333334,0.7192982456140351,54.27670104147625,5334.965498768784,0.9940693144674765
0.0,0.0,0,0,4.0,17.0,0.9,0.85,19551.16957414074,5315.988094623319,96.11067905935569,1.0663030245483278,0.9905332362803527,1.0233226014829964,1.0663030245483278,0.9905332362803527,1.0233226014829964,True,None,None,0.0,0.0,0.0,0.0,2.1,2.7,42.60458608,0.7192982456140351,54.08362933527977,5315.988094623319,0.9905332362803527
0.0,0.0,0,0,4.0,17.0,0.9,0.9,21573.875536582476,5301.974415833394,104.5644788,1.1766195699265782,0.9879220538704416,1.1133330397368952,1.1766195699265782,0.9879220538704416,1.1133330397368952,True,None,None,0.0,0.0,0.0,0.0,2.1,2.7,42.54055754666667,0.7192982456140351,53.94105741905134,5301.974415833394,0.9879220538704416
0.0,0.0,0,0,4.0,17.0,1.0,0.5,19344.835875200002,5585.994357440001,124.15440000000001,1.0550497720811327,1.0408437660564211,1.3219134942860766,1.0550497720811327,1.0408437660564211,1.3219134942860766,True,None,None,0.0,0.0,0.0,0.0,2.1,2.7,42.68568888888889,0.7192982456140351,56.83061040003257,5585.994357440001,1.0408437660564211
0.0,0.0,0,0,4.0,17.0,1.0,0.55,18864.674875675842,5509.336618617277,112.24648695925286,1.0288622274372587,1.0265600549625595,1.1951259544377202,1.0288622274372587,1.0265600549625595,1.1951259544377202,True,None,None,0.0,0.0,0.0,0.0,2.1,2.7,42.68568888888889,0.7192982456140351,56.050712353164826,5509.336618617277,1.0265600549625595
